,Store,Date,Dept,Weekly_Sales,Fuel_Price,IsHoliday,CPI,Unemployment,month-year
133907,15,2010-02-12,58.0,170.0,2.94,1,131.5866129,8.35,2010-02-01
133906,15,2010-02-12,14.0,15164.8,2.94,1,131.5866129,8.35,2010-02-01
133905,15,2010-02-12,79.0,10805.11,2.94,1,131.5866129,8.35,2010-02-01
133904,15,2010-02-12,32.0,8333.69,2.94,1,131.5866129,8.35,2010-02-01
133903,15,2010-02-12,51.0,3.0,2.94,1,131.5866129,8.35,2010-02-01
133902,15,2010-02-12,5.0,20604.5,2.94,1,131.5866129,8.35,2010-02-01
133901,15,2010-02-12,44.0,3219.02,2.94,1,131.5866129,8.35,2010-02-01
133900,15,2010-02-12,97.0,1986.32,2.94,1,131.5866129,8.35,2010-02-01
133899,15,2010-02-12,8.0,20920.04,2.94,1,131.5866129,8.35,2010-02-01
133898,15,2010-02-12,94.0,797.5,2.94,1,131.5866129,8.35,2010-02-01
133897,15,2010-02-12,26.0,6203.26,2.94,1,131.5866129,8.35,2010-02-01
133896,15,2010-02-12,17.0,13406.62,2.94,1,131.5866129,8.35,2010-02-01
133895,15,2010-02-12,33.0,5053.57,2.94,1,131.5866129,8.35,2010-02-01
133910,15,2010-02-12,40.0,35032.49,2.94,1,131.5866129,8.35,2010-02-01
133911,15,2010-02-12,74.0,14572.46,2.94,1,131.5866129,8.35,2010-02-01
133912,15,2010-02-12,67.0,13350.31,2.94,1,131.5866129,8.35,2010-02-01
133913,15,2010-02-12,91.0,3644.79,2.94,1,131.5866129,8.35,2010-02-01
133929,15,2010-02-12,42.0,2191.93,2.94,1,131.5866129,8.35,2010-02-01
133928,15,2010-02-12,20.0,6311.06,2.94,1,131.5866129,8.35,2010-02-01
133927,15,2010-02-12,10.0,8367.75,2.94,1,131.5866129,8.35,2010-02-01
133926,15,2010-02-12,87.0,8298.31,2.94,1,131.5866129,8.35,2010-02-01
133925,15,2010-02-12,98.0,615.25,2.94,1,131.5866129,8.35,2010-02-01
133924,15,2010-02-12,11.0,11728.69,2.94,1,131.5866129,8.35,2010-02-01
133923,15,2010-02-12,31.0,2971.0,2.94,1,131.5866129,8.35,2010-02-01
133931,15,2010-02-12,46.0,12267.47,2.94,1,131.5866129,8.35,2010-02-01
133922,15,2010-02-12,90.0,6121.27,2.94,1,131.5866129,8.35,2010-02-01
133920,15,2010-02-12,4.0,11681.97,2.94,1,131.5866129,8.35,2010-02-01
133919,15,2010-02-12,29.0,5328.38,2.94,1,131.5866129,8.35,2010-02-01
133918,15,2010-02-12,38.0,56105.96,2.94,1,131.5866129,8.35,2010-02-01
133917,15,2010-02-12,18.0,7584.74,2.94,1,131.5866129,8.35,2010-02-01
133916,15,2010-02-12,3.0,8123.23,2.94,1,131.5866129,8.35,2010-02-01
133915,15,2010-02-12,25.0,8171.5,2.94,1,131.5866129,8.35,2010-02-01
133914,15,2010-02-12,16.0,2075.28,2.94,1,131.5866129,8.35,2010-02-01
133921,15,2010-02-12,36.0,605.0,2.94,1,131.5866129,8.35,2010-02-01
133816,15,2010-02-05,17.0,11908.6,2.954,0,131.5279032,8.35,2010-02-01
133815,15,2010-02-05,28.0,791.85,2.954,0,131.5279032,8.35,2010-02-01
133814,15,2010-02-05,1.0,12239.38,2.954,0,131.5279032,8.35,2010-02-01
326551,35,2010-02-12,80.0,-5.07,2.773,1,135.4113076,9.262,2010-02-01
326552,35,2010-02-12,98.0,240.0,2.773,1,135.4113076,9.262,2010-02-01
326553,35,2010-02-12,21.0,4516.32,2.773,1,135.4113076,9.262,2010-02-01
326554,35,2010-02-12,58.0,4164.0,2.773,1,135.4113076,9.262,2010-02-01
326555,35,2010-02-12,44.0,2823.2,2.773,1,135.4113076,9.262,2010-02-01
326556,35,2010-02-12,97.0,5718.7,2.773,1,135.4113076,9.262,2010-02-01
326557,35,2010-02-12,93.0,2706.45,2.773,1,135.4113076,9.262,2010-02-01
326558,35,2010-02-12,85.0,1434.29,2.773,1,135.4113076,9.262,2010-02-01
326559,35,2010-02-12,60.0,123.2,2.773,1,135.4113076,9.262,2010-02-01
326560,35,2010-02-12,91.0,12608.76,2.773,1,135.4113076,9.262,2010-02-01
326561,35,2010-02-12,38.0,30558.81,2.773,1,135.4113076,9.262,2010-02-01
326562,35,2010-02-12,20.0,15212.16,2.773,1,135.4113076,9.262,2010-02-01
326563,35,2010-02-12,17.0,24754.29,2.773,1,135.4113076,9.262,2010-02-01
326564,35,2010-02-12,78.0,5.0,2.773,1,135.4113076,9.262,2010-02-01
326565,35,2010-02-12,92.0,46047.35,2.773,1,135.4113076,9.262,2010-02-01
326550,35,2010-02-12,29.0,10789.61,2.773,1,135.4113076,9.262,2010-02-01
326549,35,2010-02-12,52.0,2467.7,2.773,1,135.4113076,9.262,2010-02-01
326548,35,2010-02-12,34.0,30150.0,2.773,1,135.4113076,9.262,2010-02-01
326547,35,2010-02-12,42.0,7201.01,2.773,1,135.4113076,9.262,2010-02-01
326531,35,2010-02-12,31.0,4991.5,2.773,1,135.4113076,9.262,2010-02-01
326532,35,2010-02-12,14.0,42431.08,2.773,1,135.4113076,9.262,2010-02-01
326533,35,2010-02-12,27.0,2464.68,2.773,1,135.4113076,9.262,2010-02-01
326534,35,2010-02-12,25.0,15910.24,2.773,1,135.4113076,9.262,2010-02-01
326535,35,2010-02-12,30.0,6708.5,2.773,1,135.4113076,9.262,2010-02-01
326536,35,2010-02-12,11.0,15794.01,2.773,1,135.4113076,9.262,2010-02-01
326537,35,2010-02-12,13.0,39241.2,2.773,1,135.4113076,9.262,2010-02-01
326566,35,2010-02-12,83.0,2082.24,2.773,1,135.4113076,9.262,2010-02-01
326538,35,2010-02-12,3.0,12226.84,2.773,1,135.4113076,9.262,2010-02-01
326540,35,2010-02-12,95.0,49079.06,2.773,1,135.4113076,9.262,2010-02-01
326541,35,2010-02-12,87.0,15388.26,2.773,1,135.4113076,9.262,2010-02-01
326542,35,2010-02-12,28.0,915.88,2.773,1,135.4113076,9.262,2010-02-01
326543,35,2010-02-12,9.0,14416.53,2.773,1,135.4113076,9.262,2010-02-01
326544,35,2010-02-12,35.0,2724.0,2.773,1,135.4113076,9.262,2010-02-01
326545,35,2010-02-12,7.0,24016.05,2.773,1,135.4113076,9.262,2010-02-01
326546,35,2010-02-12,4.0,22103.33,2.773,1,135.4113076,9.262,2010-02-01
326539,35,2010-02-12,56.0,537.0,2.773,1,135.4113076,9.262,2010-02-01
326530,35,2010-02-12,10.0,14563.58,2.773,1,135.4113076,9.262,2010-02-01
326567,35,2010-02-12,67.0,11460.71,2.773,1,135.4113076,9.262,2010-02-01
326569,35,2010-02-12,2.0,49657.69,2.773,1,135.4113076,9.262,2010-02-01
326590,35,2010-02-19,74.0,28704.53,2.745,0,135.4657781,9.262,2010-02-01
326591,35,2010-02-19,30.0,8792.9,2.745,0,135.4657781,9.262,2010-02-01
326592,35,2010-02-19,38.0,35822.78,2.745,0,135.4657781,9.262,2010-02-01
326593,35,2010-02-19,10.0,16496.0,2.745,0,135.4657781,9.262,2010-02-01
326594,35,2010-02-19,81.0,9735.78,2.745,0,135.4657781,9.262,2010-02-01
326595,35,2010-02-19,34.0,33029.0,2.745,0,135.4657781,9.262,2010-02-01
326596,35,2010-02-19,79.0,38191.0,2.745,0,135.4657781,9.262,2010-02-01
326597,35,2010-02-19,32.0,18007.94,2.745,0,135.4657781,9.262,2010-02-01
326598,35,2010-02-19,36.0,2112.5,2.745,0,135.4657781,9.262,2010-02-01
326599,35,2010-02-19,21.0,5654.88,2.745,0,135.4657781,9.262,2010-02-01
326600,35,2010-02-19,25.0,14216.75,2.745,0,135.4657781,9.262,2010-02-01
326601,35,2010-02-19,56.0,393.0,2.745,0,135.4657781,9.262,2010-02-01
326602,35,2010-02-19,9.0,15878.0,2.745,0,135.4657781,9.262,2010-02-01
326603,35,2010-02-19,14.0,47211.61,2.745,0,135.4657781,9.262,2010-02-01
326604,35,2010-02-19,1.0,30489.08,2.745,0,135.4657781,9.262,2010-02-01
326589,35,2010-02-19,11.0,16318.67,2.745,0,135.4657781,9.262,2010-02-01
326588,35,2010-02-19,27.0,2218.46,2.745,0,135.4657781,9.262,2010-02-01
326587,35,2010-02-19,16.0,2789.81,2.745,0,135.4657781,9.262,2010-02-01
326586,35,2010-02-12,40.0,40860.55,2.773,1,135.4113076,9.262,2010-02-01
326570,35,2010-02-12,12.0,2069.65,2.773,1,135.4113076,9.262,2010-02-01
326571,35,2010-02-12,33.0,11489.49,2.773,1,135.4113076,9.262,2010-02-01
326572,35,2010-02-12,36.0,2189.0,2.773,1,135.4113076,9.262,2010-02-01
326573,35,2010-02-12,72.0,170582.14,2.773,1,135.4113076,9.262,2010-02-01
326574,35,2010-02-12,55.0,22887.56,2.773,1,135.4113076,9.262,2010-02-01
326575,35,2010-02-12,46.0,16627.8,2.773,1,135.4113076,9.262,2010-02-01
326576,35,2010-02-12,54.0,421.0,2.773,1,135.4113076,9.262,2010-02-01
326568,35,2010-02-12,23.0,37182.27,2.773,1,135.4113076,9.262,2010-02-01
326577,35,2010-02-12,82.0,11157.79,2.773,1,135.4113076,9.262,2010-02-01
326579,35,2010-02-12,18.0,11678.5,2.773,1,135.4113076,9.262,2010-02-01
326580,35,2010-02-12,22.0,30685.49,2.773,1,135.4113076,9.262,2010-02-01
326581,35,2010-02-12,90.0,16423.57,2.773,1,135.4113076,9.262,2010-02-01
326582,35,2010-02-12,79.0,33396.01,2.773,1,135.4113076,9.262,2010-02-01
326583,35,2010-02-12,51.0,25.92,2.773,1,135.4113076,9.262,2010-02-01
326584,35,2010-02-12,59.0,780.43,2.773,1,135.4113076,9.262,2010-02-01
326585,35,2010-02-12,6.0,10336.07,2.773,1,135.4113076,9.262,2010-02-01
326578,35,2010-02-12,24.0,11359.1,2.773,1,135.4113076,9.262,2010-02-01
326606,35,2010-02-19,20.0,15886.87,2.745,0,135.4657781,9.262,2010-02-01
326529,35,2010-02-12,8.0,23102.97,2.773,1,135.4113076,9.262,2010-02-01
326527,35,2010-02-12,41.0,788.0,2.773,1,135.4113076,9.262,2010-02-01
326473,35,2010-02-05,16.0,2257.07,2.784,0,135.3524608,9.262,2010-02-01
326474,35,2010-02-05,40.0,50297.47,2.784,0,135.3524608,9.262,2010-02-01
326475,35,2010-02-05,2.0,57523.15,2.784,0,135.3524608,9.262,2010-02-01
326476,35,2010-02-05,23.0,39938.14,2.784,0,135.3524608,9.262,2010-02-01
326477,35,2010-02-05,85.0,1914.38,2.784,0,135.3524608,9.262,2010-02-01
326478,35,2010-02-05,14.0,42892.73,2.784,0,135.3524608,9.262,2010-02-01
326479,35,2010-02-05,27.0,2117.0,2.784,0,135.3524608,9.262,2010-02-01
326480,35,2010-02-05,81.0,11733.3,2.784,0,135.3524608,9.262,2010-02-01
326481,35,2010-02-05,90.0,20465.91,2.784,0,135.3524608,9.262,2010-02-01
326482,35,2010-02-05,41.0,786.81,2.784,0,135.3524608,9.262,2010-02-01
326483,35,2010-02-05,46.0,19681.19,2.784,0,135.3524608,9.262,2010-02-01
326484,35,2010-02-05,8.0,27545.38,2.784,0,135.3524608,9.262,2010-02-01
326485,35,2010-02-05,67.0,7158.34,2.784,0,135.3524608,9.262,2010-02-01
326486,35,2010-02-05,10.0,15052.46,2.784,0,135.3524608,9.262,2010-02-01
326487,35,2010-02-05,5.0,36414.63,2.784,0,135.3524608,9.262,2010-02-01
326472,35,2010-02-05,21.0,5053.98,2.784,0,135.3524608,9.262,2010-02-01
326471,35,2010-02-05,98.0,96.0,2.784,0,135.3524608,9.262,2010-02-01
326470,35,2010-02-05,13.0,46056.32,2.784,0,135.3524608,9.262,2010-02-01
326469,35,2010-02-05,29.0,10177.34,2.784,0,135.3524608,9.262,2010-02-01
326453,35,2010-02-05,1.0,23067.89,2.784,0,135.3524608,9.262,2010-02-01
326454,35,2010-02-05,22.0,33230.53,2.784,0,135.3524608,9.262,2010-02-01
326455,35,2010-02-05,83.0,5015.3,2.784,0,135.3524608,9.262,2010-02-01
326456,35,2010-02-05,95.0,62831.98,2.784,0,135.3524608,9.262,2010-02-01
326457,35,2010-02-05,26.0,10870.4,2.784,0,135.3524608,9.262,2010-02-01
326458,35,2010-02-05,56.0,345.0,2.784,0,135.3524608,9.262,2010-02-01
326459,35,2010-02-05,87.0,18475.32,2.784,0,135.3524608,9.262,2010-02-01
326488,35,2010-02-05,59.0,799.06,2.784,0,135.3524608,9.262,2010-02-01
326460,35,2010-02-05,79.0,35186.52,2.784,0,135.3524608,9.262,2010-02-01
326462,35,2010-02-05,7.0,23416.24,2.784,0,135.3524608,9.262,2010-02-01
326463,35,2010-02-05,93.0,2076.4,2.784,0,135.3524608,9.262,2010-02-01
326464,35,2010-02-05,9.0,12454.61,2.784,0,135.3524608,9.262,2010-02-01
326465,35,2010-02-05,4.0,26323.15,2.784,0,135.3524608,9.262,2010-02-01
326466,35,2010-02-05,32.0,10472.62,2.784,0,135.3524608,9.262,2010-02-01
326467,35,2010-02-05,52.0,2314.3,2.784,0,135.3524608,9.262,2010-02-01
326468,35,2010-02-05,74.0,28397.4,2.784,0,135.3524608,9.262,2010-02-01
326461,35,2010-02-05,28.0,1063.15,2.784,0,135.3524608,9.262,2010-02-01
326528,35,2010-02-12,26.0,12028.55,2.773,1,135.4113076,9.262,2010-02-01
326489,35,2010-02-05,97.0,6918.2,2.784,0,135.3524608,9.262,2010-02-01
326491,35,2010-02-05,30.0,7445.84,2.784,0,135.3524608,9.262,2010-02-01
326512,35,2010-02-05,82.0,10562.2,2.784,0,135.3524608,9.262,2010-02-01
326513,35,2010-02-05,91.0,15234.76,2.784,0,135.3524608,9.262,2010-02-01
326514,35,2010-02-05,51.0,32.44,2.784,0,135.3524608,9.262,2010-02-01
326515,35,2010-02-05,11.0,17592.31,2.784,0,135.3524608,9.262,2010-02-01
326516,35,2010-02-05,72.0,163571.09,2.784,0,135.3524608,9.262,2010-02-01
326517,35,2010-02-05,12.0,2481.15,2.784,0,135.3524608,9.262,2010-02-01
326518,35,2010-02-05,17.0,26950.37,2.784,0,135.3524608,9.262,2010-02-01
326519,35,2010-02-05,33.0,12880.24,2.784,0,135.3524608,9.262,2010-02-01
326520,35,2010-02-12,1.0,32214.61,2.773,1,135.4113076,9.262,2010-02-01
326521,35,2010-02-12,74.0,26963.45,2.773,1,135.4113076,9.262,2010-02-01
326522,35,2010-02-12,5.0,46031.03,2.773,1,135.4113076,9.262,2010-02-01
326523,35,2010-02-12,32.0,14430.63,2.773,1,135.4113076,9.262,2010-02-01
326524,35,2010-02-12,71.0,21266.5,2.773,1,135.4113076,9.262,2010-02-01
326525,35,2010-02-12,81.0,10026.17,2.773,1,135.4113076,9.262,2010-02-01
326526,35,2010-02-12,16.0,3582.9,2.773,1,135.4113076,9.262,2010-02-01
326511,35,2010-02-05,18.0,4153.12,2.784,0,135.3524608,9.262,2010-02-01
326510,35,2010-02-05,80.0,208.5,2.784,0,135.3524608,9.262,2010-02-01
326509,35,2010-02-05,31.0,5003.92,2.784,0,135.3524608,9.262,2010-02-01
326508,35,2010-02-05,36.0,1982.0,2.784,0,135.3524608,9.262,2010-02-01
326492,35,2010-02-05,20.0,15262.38,2.784,0,135.3524608,9.262,2010-02-01
326493,35,2010-02-05,71.0,21646.18,2.784,0,135.3524608,9.262,2010-02-01
326494,35,2010-02-05,38.0,42167.01,2.784,0,135.3524608,9.262,2010-02-01
326495,35,2010-02-05,34.0,33282.0,2.784,0,135.3524608,9.262,2010-02-01
326496,35,2010-02-05,78.0,31.0,2.784,0,135.3524608,9.262,2010-02-01
326497,35,2010-02-05,3.0,14612.19,2.784,0,135.3524608,9.262,2010-02-01
326498,35,2010-02-05,92.0,58637.68,2.784,0,135.3524608,9.262,2010-02-01
326490,35,2010-02-05,35.0,3071.0,2.784,0,135.3524608,9.262,2010-02-01
326499,35,2010-02-05,44.0,2204.62,2.784,0,135.3524608,9.262,2010-02-01
326501,35,2010-02-05,55.0,18166.72,2.784,0,135.3524608,9.262,2010-02-01
326502,35,2010-02-05,54.0,413.0,2.784,0,135.3524608,9.262,2010-02-01
326503,35,2010-02-05,60.0,44.0,2.784,0,135.3524608,9.262,2010-02-01
326504,35,2010-02-05,42.0,8385.2,2.784,0,135.3524608,9.262,2010-02-01
326505,35,2010-02-05,6.0,11437.81,2.784,0,135.3524608,9.262,2010-02-01
326506,35,2010-02-05,25.0,13661.25,2.784,0,135.3524608,9.262,2010-02-01
326507,35,2010-02-05,24.0,12180.85,2.784,0,135.3524608,9.262,2010-02-01
326500,35,2010-02-05,58.0,6893.0,2.784,0,135.3524608,9.262,2010-02-01
400480,44,2010-02-05,95.0,26939.43,2.666,0,126.4420645,8.119,2010-02-01
400481,44,2010-02-05,10.0,166.23,2.666,0,126.4420645,8.119,2010-02-01
400482,44,2010-02-05,72.0,60.69,2.666,0,126.4420645,8.119,2010-02-01
123964,14,2010-02-19,42.0,6424.33,2.745,0,182.0347816,8.992,2010-02-01
123963,14,2010-02-19,85.0,1936.57,2.745,0,182.0347816,8.992,2010-02-01
123962,14,2010-02-19,36.0,379.0,2.745,0,182.0347816,8.992,2010-02-01
123961,14,2010-02-19,90.0,110790.79,2.745,0,182.0347816,8.992,2010-02-01
123960,14,2010-02-19,9.0,13862.97,2.745,0,182.0347816,8.992,2010-02-01
123959,14,2010-02-19,10.0,19859.69,2.745,0,182.0347816,8.992,2010-02-01
123958,14,2010-02-19,94.0,84708.63,2.745,0,182.0347816,8.992,2010-02-01
123957,14,2010-02-19,97.0,24556.94,2.745,0,182.0347816,8.992,2010-02-01
123956,14,2010-02-19,12.0,5019.93,2.745,0,182.0347816,8.992,2010-02-01
123955,14,2010-02-19,13.0,62113.01,2.745,0,182.0347816,8.992,2010-02-01
123954,14,2010-02-19,83.0,15678.83,2.745,0,182.0347816,8.992,2010-02-01
123953,14,2010-02-19,52.0,3674.1,2.745,0,182.0347816,8.992,2010-02-01
123952,14,2010-02-19,5.0,47869.08,2.745,0,182.0347816,8.992,2010-02-01
123951,14,2010-02-19,49.0,16923.52,2.745,0,182.0347816,8.992,2010-02-01
123950,14,2010-02-19,21.0,10702.59,2.745,0,182.0347816,8.992,2010-02-01
123965,14,2010-02-19,74.0,30949.9,2.745,0,182.0347816,8.992,2010-02-01
123949,14,2010-02-19,67.0,28514.87,2.745,0,182.0347816,8.992,2010-02-01
123966,14,2010-02-19,45.0,7.0,2.745,0,182.0347816,8.992,2010-02-01
123968,14,2010-02-19,22.0,26174.13,2.745,0,182.0347816,8.992,2010-02-01
123983,14,2010-02-19,47.0,10.0,2.745,0,182.0347816,8.992,2010-02-01
123982,14,2010-02-19,26.0,12617.35,2.745,0,182.0347816,8.992,2010-02-01
123981,14,2010-02-19,82.0,26508.31,2.745,0,182.0347816,8.992,2010-02-01
123980,14,2010-02-19,50.0,3004.0,2.745,0,182.0347816,8.992,2010-02-01
123979,14,2010-02-19,91.0,99812.11,2.745,0,182.0347816,8.992,2010-02-01
123978,14,2010-02-19,51.0,29.52,2.745,0,182.0347816,8.992,2010-02-01
123977,14,2010-02-19,80.0,35155.06,2.745,0,182.0347816,8.992,2010-02-01
123976,14,2010-02-19,25.0,14324.75,2.745,0,182.0347816,8.992,2010-02-01
123975,14,2010-02-19,44.0,6537.65,2.745,0,182.0347816,8.992,2010-02-01
123974,14,2010-02-19,46.0,33918.08,2.745,0,182.0347816,8.992,2010-02-01
123973,14,2010-02-19,24.0,7730.75,2.745,0,182.0347816,8.992,2010-02-01
123972,14,2010-02-19,79.0,45117.11,2.745,0,182.0347816,8.992,2010-02-01
123971,14,2010-02-19,59.0,949.99,2.745,0,182.0347816,8.992,2010-02-01
123970,14,2010-02-19,4.0,53388.87,2.745,0,182.0347816,8.992,2010-02-01
123969,14,2010-02-19,19.0,57.0,2.745,0,182.0347816,8.992,2010-02-01
123967,14,2010-02-19,23.0,32429.13,2.745,0,182.0347816,8.992,2010-02-01
123948,14,2010-02-19,81.0,39738.37,2.745,0,182.0347816,8.992,2010-02-01
123947,14,2010-02-19,33.0,8093.41,2.745,0,182.0347816,8.992,2010-02-01
123946,14,2010-02-19,31.0,2981.5,2.745,0,182.0347816,8.992,2010-02-01
123925,14,2010-02-19,17.0,31522.55,2.745,0,182.0347816,8.992,2010-02-01
123924,14,2010-02-19,92.0,192282.19,2.745,0,182.0347816,8.992,2010-02-01
123923,14,2010-02-19,98.0,20631.05,2.745,0,182.0347816,8.992,2010-02-01
123922,14,2010-02-19,56.0,3941.04,2.745,0,182.0347816,8.992,2010-02-01
123921,14,2010-02-19,32.0,27318.63,2.745,0,182.0347816,8.992,2010-02-01
123920,14,2010-02-19,38.0,116192.24,2.745,0,182.0347816,8.992,2010-02-01
123919,14,2010-02-19,95.0,141663.36,2.745,0,182.0347816,8.992,2010-02-01
123918,14,2010-02-19,55.0,27448.1,2.745,0,182.0347816,8.992,2010-02-01
123917,14,2010-02-19,3.0,15829.84,2.745,0,182.0347816,8.992,2010-02-01
123916,14,2010-02-12,43.0,0.25,2.773,1,181.982317,8.992,2010-02-01
123915,14,2010-02-12,12.0,3581.28,2.773,1,181.982317,8.992,2010-02-01
123914,14,2010-02-12,52.0,1613.06,2.773,1,181.982317,8.992,2010-02-01
123913,14,2010-02-12,25.0,16709.0,2.773,1,181.982317,8.992,2010-02-01
123912,14,2010-02-12,46.0,22241.89,2.773,1,181.982317,8.992,2010-02-01
123911,14,2010-02-12,19.0,58.91,2.773,1,181.982317,8.992,2010-02-01
123926,14,2010-02-19,16.0,11945.07,2.745,0,182.0347816,8.992,2010-02-01
123927,14,2010-02-19,60.0,440.0,2.745,0,182.0347816,8.992,2010-02-01
123928,14,2010-02-19,28.0,1624.86,2.745,0,182.0347816,8.992,2010-02-01
123929,14,2010-02-19,2.0,83031.73,2.745,0,182.0347816,8.992,2010-02-01
123945,14,2010-02-19,20.0,13697.84,2.745,0,182.0347816,8.992,2010-02-01
123944,14,2010-02-19,93.0,57760.33,2.745,0,182.0347816,8.992,2010-02-01
123943,14,2010-02-19,8.0,57163.76,2.745,0,182.0347816,8.992,2010-02-01
123942,14,2010-02-19,6.0,11468.55,2.745,0,182.0347816,8.992,2010-02-01
123941,14,2010-02-19,72.0,134042.48,2.745,0,182.0347816,8.992,2010-02-01
123940,14,2010-02-19,41.0,1852.69,2.745,0,182.0347816,8.992,2010-02-01
123939,14,2010-02-19,35.0,3505.0,2.745,0,182.0347816,8.992,2010-02-01
123984,14,2010-02-19,29.0,11378.91,2.745,0,182.0347816,8.992,2010-02-01
123938,14,2010-02-19,14.0,29746.4,2.745,0,182.0347816,8.992,2010-02-01
123936,14,2010-02-19,40.0,81846.97,2.745,0,182.0347816,8.992,2010-02-01
123935,14,2010-02-19,58.0,8157.97,2.745,0,182.0347816,8.992,2010-02-01
123934,14,2010-02-19,34.0,25584.7,2.745,0,182.0347816,8.992,2010-02-01
123933,14,2010-02-19,54.0,708.0,2.745,0,182.0347816,8.992,2010-02-01
123932,14,2010-02-19,30.0,9229.38,2.745,0,182.0347816,8.992,2010-02-01
123931,14,2010-02-19,87.0,19143.22,2.745,0,182.0347816,8.992,2010-02-01
123930,14,2010-02-19,11.0,20306.43,2.745,0,182.0347816,8.992,2010-02-01
123937,14,2010-02-19,1.0,35163.18,2.745,0,182.0347816,8.992,2010-02-01
123985,14,2010-02-19,27.0,3847.5,2.745,0,182.0347816,8.992,2010-02-01
123986,14,2010-02-19,71.0,16372.02,2.745,0,182.0347816,8.992,2010-02-01
123987,14,2010-02-19,7.0,39254.24,2.745,0,182.0347816,8.992,2010-02-01
124041,14,2010-02-26,97.0,29080.99,2.754,0,182.0774691,8.992,2010-02-01
124040,14,2010-02-26,29.0,9606.56,2.754,0,182.0774691,8.992,2010-02-01
124039,14,2010-02-26,83.0,15252.83,2.754,0,182.0774691,8.992,2010-02-01
124038,14,2010-02-26,25.0,11435.5,2.754,0,182.0774691,8.992,2010-02-01
124037,14,2010-02-26,52.0,2271.36,2.754,0,182.0774691,8.992,2010-02-01
124036,14,2010-02-26,60.0,404.8,2.754,0,182.0774691,8.992,2010-02-01
124035,14,2010-02-26,23.0,28939.74,2.754,0,182.0774691,8.992,2010-02-01
124034,14,2010-02-26,55.0,18088.85,2.754,0,182.0774691,8.992,2010-02-01
124033,14,2010-02-26,81.0,44993.19,2.754,0,182.0774691,8.992,2010-02-01
124032,14,2010-02-26,9.0,15264.96,2.754,0,182.0774691,8.992,2010-02-01
124031,14,2010-02-26,67.0,10906.56,2.754,0,182.0774691,8.992,2010-02-01
124030,14,2010-02-26,79.0,42965.52,2.754,0,182.0774691,8.992,2010-02-01
124029,14,2010-02-26,26.0,11462.56,2.754,0,182.0774691,8.992,2010-02-01
124028,14,2010-02-26,93.0,67099.37,2.754,0,182.0774691,8.992,2010-02-01
124027,14,2010-02-26,31.0,3057.38,2.754,0,182.0774691,8.992,2010-02-01
124042,14,2010-02-26,36.0,341.0,2.754,0,182.0774691,8.992,2010-02-01
124043,14,2010-02-26,24.0,6881.62,2.754,0,182.0774691,8.992,2010-02-01
124044,14,2010-02-26,2.0,78941.75,2.754,0,182.0774691,8.992,2010-02-01
124045,14,2010-02-26,7.0,30429.39,2.754,0,182.0774691,8.992,2010-02-01
407900,45,2010-02-26,87.0,6803.61,2.754,0,182.0774691,8.992,2010-02-01
124060,14,2010-02-26,5.0,33001.67,2.754,0,182.0774691,8.992,2010-02-01
124059,14,2010-02-26,6.0,6750.99,2.754,0,182.0774691,8.992,2010-02-01
124058,14,2010-02-26,10.0,19231.38,2.754,0,182.0774691,8.992,2010-02-01
124057,14,2010-02-26,18.0,766.59,2.754,0,182.0774691,8.992,2010-02-01
124056,14,2010-02-26,80.0,39452.18,2.754,0,182.0774691,8.992,2010-02-01
124055,14,2010-02-26,42.0,6737.93,2.754,0,182.0774691,8.992,2010-02-01
124026,14,2010-02-26,3.0,16137.38,2.754,0,182.0774691,8.992,2010-02-01
124054,14,2010-02-26,12.0,6101.76,2.754,0,182.0774691,8.992,2010-02-01
124052,14,2010-02-26,19.0,59.0,2.754,0,182.0774691,8.992,2010-02-01
124051,14,2010-02-26,50.0,2730.0,2.754,0,182.0774691,8.992,2010-02-01
124050,14,2010-02-26,74.0,34899.55,2.754,0,182.0774691,8.992,2010-02-01
124049,14,2010-02-26,22.0,21136.13,2.754,0,182.0774691,8.992,2010-02-01
124048,14,2010-02-26,71.0,18304.24,2.754,0,182.0774691,8.992,2010-02-01
124047,14,2010-02-26,27.0,3236.0,2.754,0,182.0774691,8.992,2010-02-01
124046,14,2010-02-26,82.0,22957.23,2.754,0,182.0774691,8.992,2010-02-01
124053,14,2010-02-26,46.0,31312.62,2.754,0,182.0774691,8.992,2010-02-01
123910,14,2010-02-12,24.0,5218.47,2.773,1,181.982317,8.992,2010-02-01
124025,14,2010-02-26,59.0,808.75,2.754,0,182.0774691,8.992,2010-02-01
124023,14,2010-02-26,30.0,8364.5,2.754,0,182.0774691,8.992,2010-02-01
124002,14,2010-02-26,17.0,31937.24,2.754,0,182.0774691,8.992,2010-02-01
124001,14,2010-02-26,14.0,27889.49,2.754,0,182.0774691,8.992,2010-02-01
124000,14,2010-02-26,51.0,24.0,2.754,0,182.0774691,8.992,2010-02-01
123999,14,2010-02-26,28.0,1263.71,2.754,0,182.0774691,8.992,2010-02-01
123998,14,2010-02-26,45.0,9.5,2.754,0,182.0774691,8.992,2010-02-01
123997,14,2010-02-26,1.0,21433.52,2.754,0,182.0774691,8.992,2010-02-01
123996,14,2010-02-26,4.0,51880.31,2.754,0,182.0774691,8.992,2010-02-01
123995,14,2010-02-26,32.0,8490.14,2.754,0,182.0774691,8.992,2010-02-01
123994,14,2010-02-26,98.0,18615.95,2.754,0,182.0774691,8.992,2010-02-01
